Aspect Ratio,Audio Jack,Chipset,Internal Memory,RAM,Resolution,Bezel-less display,Colours,FM Radio,Fingerprint Sensor Position,Flash,GPS,NFC,Other Sensors,Physical Aperture,Quick Charging,Screen Protection,Sensor,User Replaceable,VoLTE,Graphics,Image Resolution,Network Support,Optical Image Stabilisation,Pixel Density,Processor,Screen Size,Screen to Body Ratio (calculated),Settings,Shooting Modes,USB Connectivity,Height,Width,Review Count,Rating Count,Bluetooth,Touch Screen,Thickness,Weight,Wi-Fi Features,Capacity
2,0,4,3,5,3,0,1,1,4,1,2,0,5,2,1,0,7,0,1,0,3,3,2,2,0,6.18,81.77,1,3,0,155.7,75.5,793,5369,4,2,8.9,187.0,2,4000
3,0,4,4,1,4,0,3,0,4,1,2,1,6,2,1,1,6,0,0,0,6,3,2,2,2,5.2,69.69,1,2,1,147.0,72.6,630,2737,3,2,7.9,136.0,0,2700
3,0,3,2,1,5,0,3,1,2,1,1,0,3,2,0,6,8,1,1,2,2,3,1,1,1,5.2,66.64,1,2,1,150.0,74.4,3440,12951,1,2,9.0,158.0,0,3000
0,0,3,7,3,5,0,3,1,4,0,2,0,5,2,1,0,3,0,1,2,5,3,1,2,0,5.5,73.03,1,2,0,151.3,75.3,13580,63398,2,2,7.8,163.0,0,3050
3,0,1,4,2,5,0,3,1,4,0,2,1,5,4,1,6,1,0,0,2,3,3,1,2,0,5.2,72.34,1,2,1,145.0,70.9,283,846,3,2,6.9,144.0,0,3000
3,0,3,2,1,0,0,3,1,4,1,1,0,3,2,0,6,8,0,1,4,4,3,1,1,1,5.5,71.0,0,2,1,149.0,73.0,19,119,3,1,7.7,149.0,0,3050
3,0,6,2,1,4,0,3,1,2,0,1,0,2,2,0,6,8,1,1,3,2,3,2,1,1,5.45,72.39,1,2,1,148.3,71.4,37,34,0,2,8.9,149.5,0,2800
0,0,3,4,2,5,0,3,1,4,0,1,0,4,3,0,7,3,0,1,2,4,3,1,2,0,5.5,72.31,1,2,1,152.0,75.7,24793,123181,2,2,8.4,165.0,2,3500
3,0,3,2,1,4,0,3,1,2,0,2,0,3,3,1,5,1,0,0,2,6,3,1,1,1,5.0,66.92,1,2,3,143.1,71.8,5191,24667,1,2,9.7,160.0,2,4000
3,0,4,8,5,4,0,2,1,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,1.4,13.19,1,2,1,107.0,44.8,3545,26218,0,2,14.3,70.0,0,800
3,0,6,8,0,4,0,1,1,2,1,2,0,2,3,0,6,2,1,1,2,1,3,1,0,1,4.5,62.67,1,2,1,132.9,69.2,229,895,1,1,10.3,143.0,0,2050
3,0,4,4,3,5,0,3,0,0,0,2,1,6,4,1,2,7,0,1,0,6,3,1,2,1,5.0,68.8,1,2,1,143.8,69.5,1139,4539,3,2,8.5,143.0,0,2770
3,0,3,4,3,4,0,3,1,1,0,1,0,4,2,0,6,11,0,1,2,4,3,1,2,0,5.5,71.98,1,2,1,153.3,75.4,4613,18183,2,2,8.5,172.0,0,4000
3,0,4,2,1,6,0,2,0,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,2.8,33.35,1,2,1,130.0,56.0,22,117,0,2,13.3,149.0,0,1750
3,0,4,2,0,2,0,1,1,2,0,1,0,3,3,0,5,3,1,1,0,1,3,1,0,1,4.5,64.18,1,2,1,130.7,66.4,311,1025,1,2,9.2,145.0,0,2000
0,0,3,2,2,4,0,3,1,2,1,1,0,4,2,0,1,8,0,0,2,4,3,1,2,0,5.2,68.27,1,2,1,148.0,73.6,1611,3266,1,2,8.5,143.0,0,2900
6,0,3,7,2,5,0,2,1,4,1,2,0,5,0,0,6,8,0,1,4,4,3,2,1,0,6.22,82.6,1,2,1,155.1,75.0,10,11,4,2,8.2,163.5,0,4030
3,0,4,2,1,4,0,3,1,4,0,2,0,4,4,1,6,7,0,0,0,4,3,1,2,0,5.5,72.07,1,2,1,151.3,76.3,4239,19204,2,2,8.1,158.0,2,3000
3,0,5,4,2,2,0,5,0,2,0,2,1,6,4,0,1,11,1,0,0,4,1,2,2,0,5.7,74.62,2,2,2,151.2,79.2,847,4591,1,2,8.3,168.0,2,3200
0,0,4,4,3,1,0,2,1,1,1,1,0,4,2,0,6,8,1,1,0,4,3,2,1,1,5.2,67.86,0,2,3,148.7,73.7,29,220,1,2,7.9,155.0,0,3100
3,0,4,2,1,2,0,2,0,2,1,2,1,4,2,0,6,1,1,0,0,2,1,2,2,2,4.2,58.88,1,2,2,130.0,65.6,1178,3200,0,2,9.0,136.0,0,1800
3,0,3,2,2,4,0,2,1,4,0,1,0,4,2,0,7,8,0,1,2,4,3,2,1,1,5.5,71.09,1,2,3,152.0,77.0,253,274,1,2,8.1,145.0,2,3000
3,0,3,4,3,5,0,2,1,0,1,1,0,3,2,0,6,7,0,1,2,4,3,2,1,0,5.5,71.88,0,2,3,151.5,76.4,169,346,1,2,8.5,163.0,0,3020
3,0,4,2,5,2,0,5,0,2,1,0,0,1,5,0,7,8,0,0,3,0,0,2,0,1,2.4,30.49,1,2,2,116.4,50.3,1751,8845,0,4,13.2,83.4,0,1100
0,0,5,4,2,4,0,2,1,2,1,2,0,2,3,0,6,8,1,0,2,4,3,2,1,0,5.5,69.46,0,2,1,152.4,78.6,616,2253,2,2,7.6,170.0,2,3000
3,0,4,8,0,6,0,4,1,2,0,1,0,1,2,0,6,8,0,1,3,0,3,2,0,1,4.5,71.0,1,2,3,149.0,73.0,10,24,0,2,7.7,149.0,0,1300
3,0,6,5,5,6,0,1,1,2,0,1,0,1,2,0,5,8,1,1,2,0,3,1,0,1,4.0,57.46,1,2,1,125.0,63.4,193,597,1,2,10.3,120.0,0,1300
3,0,4,4,2,4,0,2,1,1,1,2,0,4,3,1,1,0,0,0,0,5,3,1,2,0,5.5,70.99,1,3,1,153.0,76.6,53106,54254,3,2,9.8,155.0,0,3000
3,0,4,2,1,4,0,2,1,2,0,1,0,3,2,0,1,6,0,0,0,2,3,1,1,1,4.8,65.58,1,2,3,141.9,68.1,705,3612,1,2,5.1,97.0,0,2000
0,0,3,2,1,5,0,2,1,2,1,1,0,3,2,0,7,8,0,1,2,2,3,2,1,1,5.0,65.01,0,2,2,146.5,72.2,775,4048,1,2,10.1,162.0,0,4000
3,0,4,2,0,4,0,2,1,2,1,1,0,3,2,0,6,8,1,1,3,1,3,2,1,1,5.0,66.74,1,4,1,144.3,71.4,16,128,1,2,8.5,136.0,0,2500
3,0,6,2,1,5,0,3,1,2,0,1,0,3,2,0,6,8,0,1,2,4,3,2,1,1,5.0,71.0,1,2,3,149.0,73.0,595,3415,0,2,7.7,149.0,0,3000
3,0,3,4,2,5,0,2,1,4,0,1,0,3,2,0,6,8,0,1,2,4,3,1,1,1,5.5,71.55,1,0,3,152.8,76.1,39,126,1,2,9.2,178.0,0,5000
3,0,3,7,2,4,0,2,1,1,0,1,0,5,2,1,6,3,0,1,2,4,3,1,2,0,6.0,75.78,1,0,1,160.9,81.2,90,269,1,2,8.4,210.0,0,5020
3,0,6,8,0,6,0,2,1,2,0,1,0,1,2,0,5,8,1,0,2,1,1,1,0,1,4.0,57.15,1,2,1,124.5,64.0,3018,17969,0,2,10.6,132.0,0,2000
1,0,5,1,4,5,0,5,0,4,1,2,1,7,5,1,3,3,0,1,2,3,3,3,3,0,6.2,83.99,0,2,0,158.1,73.8,721,3039,4,2,8.5,189.0,2,3500
0,0,3,2,1,4,0,3,1,2,0,1,0,5,4,0,7,10,1,0,2,4,3,1,2,0,5.5,71.55,1,2,1,152.6,76.2,25254,199772,1,2,8.0,150.0,2,2900
3,0,5,4,2,5,0,2,1,1,0,2,0,2,1,0,6,2,0,1,2,4,3,1,2,0,5.5,73.13,1,2,1,151.7,75.0,4012,18802,2,2,8.0,167.0,2,3300
3,0,1,2,1,5,0,3,1,2,0,2,0,4,2,0,6,3,0,0,2,4,3,1,1,0,5.5,69.94,1,2,1,154.3,77.1,1533,9264,1,2,8.4,168.0,2,3100
3,0,3,8,0,2,0,3,1,2,1,1,0,3,2,0,5,8,0,1,3,1,3,1,1,1,5.0,67.25,1,0,1,143.0,71.5,305,1349,1,2,10.7,149.0,0,4000
3,0,3,2,1,4,0,2,1,2,0,1,0,3,3,1,5,3,1,1,2,2,3,1,1,1,5.0,66.78,1,3,3,143.8,71.6,80737,422206,1,1,9.5,153.5,0,3500
0,0,4,4,2,2,0,1,0,2,0,1,1,5,3,0,2,1,0,1,0,6,3,3,3,2,5.4,70.67,1,3,1,147.0,77.2,563,1036,2,2,9.4,192.0,2,3410
3,0,4,2,1,6,0,1,0,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,2.8,31.33,1,2,2,133.6,58.0,201,583,0,2,16.2,150.4,0,4000
3,0,4,2,1,6,0,1,0,2,1,0,0,1,2,0,6,8,0,0,3,6,0,2,0,1,2.4,28.44,1,2,1,123.0,51.0,824,2923,0,2,12.9,103.0,0,3000
3,0,3,2,1,5,0,3,1,2,1,1,0,3,2,0,6,8,0,1,4,4,3,2,1,1,5.5,71.0,0,2,1,149.0,73.0,14,110,3,2,7.7,149.0,0,3050
0,0,4,4,2,4,0,2,1,1,0,1,1,4,3,1,1,7,0,1,0,4,3,1,2,0,5.5,71.55,1,2,1,153.0,76.0,5149,16498,2,2,8.5,177.0,0,5100
3,0,4,2,1,6,0,2,1,2,1,0,0,1,2,0,6,8,1,0,3,6,0,2,0,1,2.4,29.43,1,2,1,120.0,50.5,99,599,0,2,12.8,149.0,0,1000
3,0,3,2,1,4,0,4,1,2,1,1,0,4,2,0,0,8,0,1,4,2,3,2,1,1,5.45,73.06,1,2,1,148.4,70.7,23,127,3,2,7.9,135.6,0,2670
3,0,3,2,1,5,0,2,1,4,1,1,0,3,2,0,6,3,1,1,2,2,3,1,1,1,5.0,66.0,2,2,3,144.3,72.2,187,894,3,2,8.8,154.0,0,3000
0,0,4,4,2,5,0,2,0,1,0,2,0,5,2,1,6,8,0,1,0,4,3,1,2,1,5.0,70.58,1,2,0,141.6,68.8,9293,12194,2,2,8.4,149.0,2,3500
3,0,4,8,0,4,0,3,1,2,0,1,0,3,2,0,7,8,1,1,0,2,3,1,0,1,4.5,63.45,0,2,3,132.7,66.2,4826,23957,1,2,9.3,138.0,0,2000
3,0,4,8,5,6,0,3,1,2,0,2,0,4,4,0,6,8,1,0,0,2,1,1,1,1,5.25,68.58,1,2,2,146.8,75.3,1464,6112,1,2,8.9,163.0,0,2600
3,0,3,7,3,1,0,3,1,1,0,2,0,5,2,1,6,7,0,0,2,3,3,2,2,0,5.2,71.27,1,2,0,147.6,70.7,24,21,3,2,7.3,163.0,0,3000
3,0,4,4,2,4,0,2,1,1,1,1,1,5,3,1,0,10,0,1,0,6,3,1,2,0,5.5,69.63,1,2,1,156.4,76.4,8070,27398,1,2,6.9,165.0,0,3510
1,0,5,1,4,5,0,1,0,4,1,2,1,6,5,1,3,7,0,1,2,3,3,3,3,0,6.2,83.7,1,2,0,159.5,73.4,118,375,4,2,8.1,173.0,2,3500
3,0,5,8,5,4,0,2,1,2,0,2,0,2,5,0,5,3,1,0,2,2,3,1,1,1,5.0,67.02,1,2,3,142.3,72.1,27159,208866,2,2,8.5,149.0,2,2600
3,0,3,8,0,2,0,6,1,2,0,1,0,4,2,0,6,3,1,0,2,1,1,2,0,1,4.5,63.93,1,4,3,132.0,66.0,395,2342,1,2,9.1,132.0,0,1850
3,0,3,8,0,4,0,2,1,2,1,1,0,3,2,0,6,8,0,1,4,1,3,2,0,1,5.34,71.0,1,4,1,149.0,73.0,5,35,2,2,7.7,149.0,0,2700
1,0,5,7,3,1,0,3,1,4,1,2,0,4,1,0,6,8,0,1,2,5,3,1,1,0,5.6,75.33,1,2,1,149.9,70.8,220,595,3,2,7.7,162.0,2,3000
3,0,3,4,3,5,0,2,1,4,1,1,0,5,2,0,1,8,0,1,2,4,3,1,2,0,5.2,68.04,1,2,1,147.9,73.9,3969,20686,3,2,8.9,165.0,0,4000
3,0,4,7,2,0,0,3,0,1,0,2,1,6,2,1,2,4,0,1,0,6,3,1,2,1,5.2,70.75,1,2,1,146.0,72.0,257,403,3,2,8.1,161.0,0,2900
3,0,6,2,1,5,0,2,1,2,1,1,0,3,2,0,6,8,1,1,2,2,3,2,1,1,5.0,65.96,0,3,1,145.4,71.7,897,6887,0,2,9.1,149.6,0,2400
3,0,4,2,1,4,0,2,1,2,0,1,0,4,3,0,1,2,1,0,0,4,3,1,2,0,5.5,68.91,1,2,3,154.8,78.0,9279,36560,1,2,8.5,155.0,0,2500
3,0,4,2,0,2,0,2,1,2,1,2,0,5,2,0,1,3,0,0,0,2,1,2,1,1,5.0,68.73,1,4,2,141.5,70.7,17411,143743,1,2,10.9,149.0,0,2070
0,0,4,4,2,0,0,2,1,4,1,1,0,5,2,0,7,8,0,1,3,4,3,2,2,0,5.5,70.39,1,2,1,154.3,76.6,157,593,2,1,7.9,160.0,0,3000
3,0,3,2,1,2,0,2,1,2,0,1,0,3,5,0,1,8,1,0,2,2,3,1,1,1,5.0,66.19,1,4,1,142.7,72.8,2266,15519,1,2,8.7,155.0,0,2000
3,0,4,2,1,0,0,4,1,2,0,1,0,4,3,0,5,0,0,0,0,4,3,1,2,0,5.5,67.95,1,2,3,158.0,77.5,1117,3833,2,2,7.9,183.0,2,2600
3,0,4,4,2,0,0,2,1,4,1,2,0,3,2,0,6,8,0,1,0,4,3,2,1,1,6.0,75.91,1,2,1,160.4,76.3,14,39,3,1,8.5,161.0,0,4000
3,0,4,2,0,4,0,2,1,2,0,1,0,4,4,0,5,1,0,0,0,2,3,1,0,1,5.0,67.2,1,2,1,142.7,71.7,651,2335,1,2,7.5,141.0,0,2420
3,0,3,7,3,0,0,4,1,4,1,2,1,5,3,1,0,0,0,0,2,6,3,1,2,0,5.5,69.95,1,2,1,156.5,76.0,751,2397,3,2,7.8,165.0,0,3000
3,0,4,2,2,5,0,2,1,1,0,1,1,5,2,0,0,3,0,1,0,4,3,2,1,0,5.2,68.52,1,2,1,149.7,72.5,1220,6070,2,2,8.0,160.0,0,3000
3,0,6,8,0,2,0,2,1,2,0,1,0,3,2,0,0,8,1,1,2,1,3,2,0,1,4.5,63.93,1,2,1,132.0,66.0,422,1676,1,2,9.7,156.0,0,1800
3,2,4,4,2,5,0,2,1,4,0,2,0,5,3,1,7,1,0,1,0,5,3,1,2,0,5.5,74.21,1,2,0,151.1,74.2,4892,16211,2,2,7.5,153.0,2,3000
